za_code,za_numeric,eurobarometer_wave,survey_year,survey_quarter,survey_period,survey_month_approx,season_guess,fieldwork_start,fieldwork_end,date_midpoint,time_index,time_granularity,time_confidence,time_status,year_guess,wave_guess,metric_family,metric,group_type,group,value_weighted_0_100,std_weighted_0_100,value_unweighted_0_100,n_total_greece,n_valid_unweighted,n_valid_weighted,valid_weighted_percent,sample_confidence,data_status,source_dataset,source_variables_final,weight_variable,scale,filename,country_variable,greece_rows_inventory,source_full_path,is_overall,is_age_group,is_gender_group,is_15_17,weighted_mean_raw_1_10,weighted_std_raw_1_10,weighted_mean_minus1_plus1,weighted_std_minus1_plus1,source_variable,source_label,source_variables,has_weighted_value,has_valid_weighted_sample,raw_data_status
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_country,gender,female,49.5505,28.7783,49.1228,501,494,494,98.6,high,ok,democracy_satisfaction,v53,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,True,False,,,,,v53,Q9 DEMOCRACY SATISFACTION - COUNTRY,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_country,gender,male,46.3843,30.8821,47.3896,501,498,498,99.4,high,ok,democracy_satisfaction,v53,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,True,False,,,,,v53,Q9 DEMOCRACY SATISFACTION - COUNTRY,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_country,occupation_group,manual_worker,42.4341,30.9408,45.3488,86,86,86,100.0,low,ok,democracy_satisfaction,v53,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_country,occupation_group,self_employed,42.1562,28.3768,42.7393,204,202,202,99.02,medium,ok,democracy_satisfaction,v53,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_country,occupation_group,student,48.784,27.4922,50.1832,91,91,91,100.0,low,ok,democracy_satisfaction,v53,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_country,occupation_group,unemployed,49.6493,28.0855,47.0588,36,34,34,94.44,low,ok,democracy_satisfaction,v53,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_country,occupation_group,white_collar,50.4899,31.032,51.0684,157,156,156,99.36,medium,ok,democracy_satisfaction,v53,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_eu,age_group,15-17,57.6632,22.4641,56.9445,30,24,24,80.0,low,ok,democracy_satisfaction,v54,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,True,False,True,,,,,v54,Q10 DEMOCRACY SATISFACTION - EU,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_eu,age_group,18-24,48.7692,27.8325,51.4852,122,101,101,82.79,medium,ok,democracy_satisfaction,v54,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,True,False,False,,,,,v54,Q10 DEMOCRACY SATISFACTION - EU,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_eu,age_group,25-39,46.6532,28.2448,47.9167,294,256,256,87.07,medium,ok,democracy_satisfaction,v54,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,True,False,False,,,,,v54,Q10 DEMOCRACY SATISFACTION - EU,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_eu,age_group,40-54,49.4473,29.6813,49.8413,250,210,210,84.0,medium,ok,democracy_satisfaction,v54,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,True,False,False,,,,,v54,Q10 DEMOCRACY SATISFACTION - EU,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_eu,age_group,55+,51.294,27.5301,50.6173,306,243,243,79.41,medium,ok,democracy_satisfaction,v54,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,True,False,False,,,,,v54,Q10 DEMOCRACY SATISFACTION - EU,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_eu,all,all,49.4283,28.2119,49.8801,1002,834,834,83.23,high,ok,democracy_satisfaction,v54,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,True,False,False,False,,,,,v54,Q10 DEMOCRACY SATISFACTION - EU,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_eu,education_group,high_education,49.5484,29.0931,49.2908,208,188,188,90.38,medium,ok,democracy_satisfaction,v54,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_eu,education_group,low_education,47.038,28.4667,46.7593,380,288,288,75.79,medium,ok,democracy_satisfaction,v54,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_eu,education_group,medium_education,50.5517,28.2987,52.2103,323,279,279,86.38,medium,ok,democracy_satisfaction,v54,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_eu,education_group,student_still_studying,53.2133,24.5254,54.4304,91,79,79,86.81,low,ok,democracy_satisfaction,v54,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_eu,gender,female,49.178,26.9672,49.6241,501,399,399,79.64,high,ok,democracy_satisfaction,v54,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,True,False,,,,,v54,Q10 DEMOCRACY SATISFACTION - EU,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_eu,gender,male,49.6654,29.3406,50.1149,501,435,435,86.83,high,ok,democracy_satisfaction,v54,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,True,False,,,,,v54,Q10 DEMOCRACY SATISFACTION - EU,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_eu,occupation_group,manual_worker,43.6485,28.4289,45.3125,86,64,64,74.42,low,ok,democracy_satisfaction,v54,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_eu,occupation_group,self_employed,45.7018,28.353,46.3511,204,169,169,82.84,medium,ok,democracy_satisfaction,v54,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_eu,occupation_group,student,53.2133,24.5254,54.4304,91,79,79,86.81,low,ok,democracy_satisfaction,v54,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_eu,occupation_group,unemployed,60.9362,21.9511,57.971,36,23,23,63.89,low,ok,democracy_satisfaction,v54,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,democracy_satisfaction,democracy_satisfaction_eu,occupation_group,white_collar,51.3248,29.4565,52.7578,157,139,139,88.54,medium,ok,democracy_satisfaction,v54,wght_all,"0=not at all satisfied, 100=very satisfied",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,economy,expectation_national_economy,age_group,15-17,48.3882,40.5517,51.7241,30,29,29,96.67,low,ok,economy,v43,wght_all,"0=worse, 50=same, 100=better",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,True,False,True,,,,,v43,Q5 EXPECTATIONS: ECONOMIC SITUATION,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,economy,expectation_national_economy,age_group,18-24,59.5463,39.1975,56.6667,122,120,120,98.36,medium,ok,economy,v43,wght_all,"0=worse, 50=same, 100=better",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,True,False,False,,,,,v43,Q5 EXPECTATIONS: ECONOMIC SITUATION,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,economy,expectation_national_economy,age_group,25-39,41.5238,41.2483,40.0344,294,291,291,98.98,medium,ok,economy,v43,wght_all,"0=worse, 50=same, 100=better",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,True,False,False,,,,,v43,Q5 EXPECTATIONS: ECONOMIC SITUATION,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,economy,expectation_national_economy,age_group,40-54,40.9504,41.3049,40.0,250,245,245,98.0,medium,ok,economy,v43,wght_all,"0=worse, 50=same, 100=better",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,True,False,False,,,,,v43,Q5 EXPECTATIONS: ECONOMIC SITUATION,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,economy,expectation_national_economy,age_group,55+,41.6656,40.8788,40.6667,306,300,300,98.04,high,ok,economy,v43,wght_all,"0=worse, 50=same, 100=better",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,True,False,False,,,,,v43,Q5 EXPECTATIONS: ECONOMIC SITUATION,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,economy,expectation_national_economy,all,all,44.2203,41.3195,42.5888,1002,985,985,98.3,high,ok,economy,v43,wght_all,"0=worse, 50=same, 100=better",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,True,False,False,False,,,,,v43,Q5 EXPECTATIONS: ECONOMIC SITUATION,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,economy,expectation_national_economy,education_group,high_education,51.0986,41.2984,50.7212,208,208,208,100.0,medium,ok,economy,v43,wght_all,"0=worse, 50=same, 100=better",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,economy,expectation_national_economy,education_group,low_education,34.5855,39.4484,33.6022,380,372,372,97.89,high,ok,economy,v43,wght_all,"0=worse, 50=same, 100=better",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,economy,expectation_national_economy,education_group,medium_education,46.2497,41.9642,43.5127,323,316,316,97.83,high,ok,economy,v43,wght_all,"0=worse, 50=same, 100=better",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,economy,expectation_national_economy,education_group,student_still_studying,59.1443,37.8068,57.8652,91,89,89,97.8,low,ok,economy,v43,wght_all,"0=worse, 50=same, 100=better",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,economy,expectation_national_economy,gender,female,42.3117,40.0139,39.939,501,492,492,98.2,high,ok,economy,v43,wght_all,"0=worse, 50=same, 100=better",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,True,False,,,,,v43,Q5 EXPECTATIONS: ECONOMIC SITUATION,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,economy,expectation_national_economy,gender,male,46.2081,42.5459,45.2333,501,493,493,98.4,high,ok,economy,v43,wght_all,"0=worse, 50=same, 100=better",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,True,False,,,,,v43,Q5 EXPECTATIONS: ECONOMIC SITUATION,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,economy,expectation_national_economy,occupation_group,manual_worker,29.8711,39.2995,33.5294,86,85,85,98.84,low,ok,economy,v43,wght_all,"0=worse, 50=same, 100=better",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,economy,expectation_national_economy,occupation_group,self_employed,41.7663,41.5372,38.9163,204,203,203,99.51,medium,ok,economy,v43,wght_all,"0=worse, 50=same, 100=better",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,economy,expectation_national_economy,occupation_group,student,59.1443,37.8068,57.8652,91,89,89,97.8,low,ok,economy,v43,wght_all,"0=worse, 50=same, 100=better",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,economy,expectation_national_economy,occupation_group,unemployed,51.317,45.5835,37.5,36,36,36,100.0,low,ok,economy,v43,wght_all,"0=worse, 50=same, 100=better",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
ZA3387,3387,54.1,2000,Q4,2000-Q4,11,Autumn,,,,1,quarter,medium_wave_derived,locked,,,economy,expectation_national_economy,occupation_group,white_collar,48.1741,41.321,46.7742,157,155,155,98.73,medium,ok,economy,v43,wght_all,"0=worse, 50=same, 100=better",ΟΛΟ ZA3387_v1-1-0.sav,isocntry,1002,/content/drive/MyDrive/noraya suv/ΟΛΟ ZA3387_v1-1-0.sav,False,False,False,False,,,,,,,,True,True,ok
